id,title,abstract,tags
lahti2022genom,Genome-wide meta-analyses reveal novel loci for verbal short-term memory and learning,"<jats:title>
<jats:bold>Abstract</jats:bold>
</jats:title><jats:p>Understanding the genomic basis of memory processes may help in combating neurodegenerative disorders. Hence, we examined the associations of common genetic variants with verbal short-term memory and verbal learning in adults without dementia or stroke (<jats:italic>N</jats:italic> = 53,637). We identified novel loci in the intronic region of <jats:italic>CDH18</jats:italic>, and at 13q21 and 3p21.1, as well as an expected signal in the <jats:italic>APOE/APOC1/TOMM40</jats:italic> region. These results replicated in an independent sample. Functional and bioinformatic analyses supported many of these loci and further implicated <jats:italic>POC1</jats:italic>. We showed that polygenic score for verbal learning associated with brain activation in right parieto-occipital region during working memory task. Finally, we showed genetic correlations of these memory traits with several neurocognitive and health outcomes. Our findings suggest a role of several genomic loci in verbal memory processes.</jats:p>","Genetic Association Studies, Genomic Association Studies, Mental Health, Neurodegenerative Disorders, Older Adults"
lane2022optim,Optimising a multi-strategy implementation intervention to improve the delivery of a school physical activity policy at scale: findings from a randomised noninferiority trial,"<jats:title>Abstract</jats:title><jats:sec>
<jats:title>Background</jats:title>
<jats:p>To maximise their potential health benefits, school-based physical activity policies need to be implemented at scale. This paper describes the third in a sequence of trials that sought to optimise an effective strategy (PACE) to assist schools’ implementation of a physical activity policy. Specifically, it aimed to determine the probability that a multi-strategy intervention adapted to reduce in-person contact (Adapted PACE) was “as good as” the original intervention (PACE) in increasing the weekly minutes of structured physical activity implemented by classroom teachers.</jats:p>
</jats:sec><jats:sec>
<jats:title>Methods</jats:title>
<jats:p>A noninferiority cluster randomised controlled trial was undertaken with 48 primary schools in New South Wales, Australia. Schools were randomised to receive PACE or a model with adaptations made to the delivery modes (Adapted PACE). Teachers’ scheduled minutes of weekly physical activity was assessed at baseline (Oct 2018-Feb 2019) and 12-month follow-up (Oct-Dec 2019). The noninferiority margin was set at − 16.4 minutes based on previous data and decision panel consensus. A linear mixed model analysed within a Bayesian framework was used to explore noninferiority between the two PACE models. A cost minimisation analysis was conducted from the health service provider perspective, using the Australian dollar (AUD).</jats:p>
</jats:sec><jats:sec>
<jats:title>Results</jats:title>
<jats:p>The posterior estimate for the between group difference at follow-up was − 2.3 minutes (95% credible interval = − 18.02, 14.45 minutes). There was an estimated 96% probability of Adapted PACE being considered noninferior (only 4% of the posterior samples crossed the noninferiority margin of − 16.4 minutes). That is, the minutes of physical activity implemented by teachers at Adapted PACE schools was not meaningfully less than the minutes of physical activity implemented by teachers at PACE schools. The mean total cost was AUD$25,375 (95% uncertainty interval = $21,499, $29,106) for PACE and AUD$16,421 (95% uncertainty interval = $13,974, $19,656) for Adapted PACE; an estimated reduction of AUD$373 (95% uncertainty interval = $173, $560) per school.</jats:p>
</jats:sec><jats:sec>
<jats:title>Conclusions</jats:title>
<jats:p>It is highly probable that Adapted PACE is noninferior to the original model. It is a cost-efficient alternative also likely to be a more suitable approach to supporting large scale implementation of school physical activity policies.</jats:p>
</jats:sec><jats:sec>
<jats:title>Trial registration</jats:title>
<jats:p>Retrospectively registered with the Australian New Zealand Clinical Trials Registry (ACTRN12619001229167).</jats:p>
</jats:sec>","Intervention Study, Physical Activity, Randomised Controlled Trial, Regression Analysis, School Children"
lees2021impac,Impact of disease-modifying therapies on MRI and neurocognitive outcomes in relapsing-remitting multiple sclerosis: A protocol for a systematic review and network meta-analysis,"<jats:sec><jats:title>Introduction</jats:title><jats:p>Disease-modifying therapies (DMTs) are the mainstay of treatment for relapsing–remitting multiple sclerosis (RRMS). There is established evidence that DMTs are effective at reducing relapse rate and disease progression in RRMS, but there has been less consideration to the synthesis of MRI and neurocognitive outcomes, which play an increasingly important role in treatment decisions. The aim of this systematic review and network meta-analysis is to examine the relative efficacy, acceptability and tolerability of DMTs for RRMS, using MRI and neurocognitive outcomes.</jats:p></jats:sec><jats:sec><jats:title>Methods and analysis</jats:title><jats:p>We will search electronic databases, including MEDLINE, Embase and the Cochrane Central Register of Controlled Trials, with no date restrictions. We will also search the websites of international regulatory bodies for pharmaceuticals and international trial registries. We will include parallel group randomised controlled trials of DMTs including interferon beta-1a intramuscular, interferon beta-1a subcutaneous, interferon beta-1b, peginterferon beta-1a, glatiramer acetate, natalizumab, ocrelizumab, alemtuzumab, dimethyl fumarate, teriflunomide, fingolimod, cladribine, ozanimod, mitoxantrone and rituximab, either head-to-head or against placebo in adults with RRMS. Primary outcomes include efficacy (MRI outcomes including new T1/hypointense lesions and T2/hyperintense lesions) and acceptability (all-cause dropouts). Secondary outcomes include gadolinium-enhancing lesions, cerebral atrophy and tolerability (dropouts due to adverse events). Neurocognitive measures across three domains including processing speed, working memory and verbal learning will be included as exploratory outcomes. Data will be analysed using a random-effects pairwise meta-analysis and a Bayesian hierarchical random effects network meta-analysis to evaluate the efficacy, acceptability and tolerability of the included DMTs. Subgroup and sensitivity analyses will be conducted to assess the robustness of the findings. The review will be reported using the Preferred Reporting Items for Systematic Reviews incorporating Network Meta-Analyses statement.</jats:p></jats:sec><jats:sec><jats:title>Ethics and dissemination</jats:title><jats:p>This protocol does not require ethics approval. Results will be disseminated in a peer-reviewed academic journal.</jats:p></jats:sec><jats:sec><jats:title>PROSPERO registration number</jats:title><jats:p>CRD42021239630.</jats:p></jats:sec>","Meta-Analysis, Mri, Neurocognitive Outcomes, Randomised Controlled Trial"
levi2020clust,Cluster-Randomized Trial of Thrombolysis Implementation Support in Metropolitan and Regional Australian Stroke Centers: Lessons for Individual and Systems Behavior Change,"<jats:sec xml:lang=""en"">
<jats:title>Background</jats:title>
<jats:p xml:lang=""en"">
Intravenous thrombolytic therapy (
<jats:styled-content style=""fixed-case"">IVT</jats:styled-content>
) with tissue plasminogen activator for acute ischemic stroke is underutilized in many parts of the world. Randomized trials to test the effectiveness of thrombolysis implementation strategies are limited.
</jats:p>
</jats:sec>
<jats:sec xml:lang=""en"">
<jats:title>Methods and Results</jats:title>
<jats:p xml:lang=""en"">
This study aimed to test the effectiveness of a multicomponent, multidisciplinary tissue plasminogen activator implementation package in increasing the proportion of thrombolyzed cases while maintaining accepted benchmarks for low rates of intracranial hemorrhage and high rates of functional outcomes at 3 months. A cluster randomized controlled trial of 20 hospitals in the early stages of thrombolysis implementation across 3 Australian states was undertaken. Monitoring of
<jats:styled-content style=""fixed-case"">IVT</jats:styled-content>
rates during the baseline period allowed hospitals (the unit of randomization) to be grouped into 3 baseline
<jats:styled-content style=""fixed-case"">IVT</jats:styled-content>
strata—very low rates (0% to ≤4.0%); low rates (&gt;4.0% to ≤10.0%); and moderate rates (&gt;10.0%). Hospitals were randomized to an implementation package (experimental group) or usual care (control group) using a 1:1 ratio. The 16‐month intervention was based on behavioral theory and analysis of the steps, roles, and barriers to rapid assessment for thrombolysis eligibility and involved comprehensive strategies addressing individual and system‐level change. The primary outcome was the difference in tissue plasminogen activator proportions between the 2 groups postintervention. The absolute difference in postintervention
<jats:styled-content style=""fixed-case"">IVT</jats:styled-content>
rates between intervention and control hospitals adjusted for baseline
<jats:styled-content style=""fixed-case"">IVT</jats:styled-content>
rate and stratum was not significant (primary outcome rate difference=1.1% (95%
<jats:styled-content style=""fixed-case"">CI</jats:styled-content>
−1.5% to 3.7%;
<jats:italic>P</jats:italic>
=0.38). Rates of intracranial hemorrhage remained below international benchmarks.
</jats:p>
</jats:sec>
<jats:sec xml:lang=""en"">
<jats:title>Conclusions</jats:title>
<jats:p xml:lang=""en"">The implementation package resulted in no significant change in tissue plasminogen activator implementation, suggesting that ongoing support is needed to sustain initial modifications in behavior.</jats:p>
</jats:sec>
<jats:sec xml:lang=""en"">
<jats:title>Clinical Trial Registration</jats:title>
<jats:p xml:lang=""en"">
<jats:styled-content style=""fixed-case"">URL</jats:styled-content>
:
<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" ext-link-type=""uri"" xlink:href=""http://www.anzctr.org.au"">www.anzctr.org.au</jats:ext-link>
Unique identifiers:
<jats:styled-content style=""fixed-case"">ACTRN</jats:styled-content>
12613000939796 and U1111‐1145‐6762
</jats:p>
</jats:sec>","Intervention Study, Randomized Controlled Trial, Rural Communities, Thrombolysis"
lott2024shoul,Should intermittent pneumatic compression devices be standard therapy for the prevention of venous thromboembolic events in major surgery? Protocol for a randomised clinical trial (IMPOSTERS),"<jats:sec><jats:title>Introduction</jats:title><jats:p>Venous thromboembolism (VTE) is a recognised postsurgical risk. Current prevention methods involve low molecular weight heparin (LMWH), graduated compression stockings (GCS), and intermittent pneumatic compression devices (IPCDs). Australian guidelines, commonly adopted by surgeons, recommend LMWH with GCS and/or IPCDs. IPCDs pose clinical risks, increase care burden, are poorly tolerated, and are costly single-use plastic items. Utilising only LMWH and GCS, without IPCDs, could be more practical, patient-friendly, and cost-effective, with added environmental benefits.</jats:p></jats:sec><jats:sec><jats:title>Methods</jats:title><jats:p>This is a multicentre, prospective, two-arm randomised controlled non-inferiority trial at five New South Wales (NSW) hospitals, in Australia. We propose to randomise 4130 participants in a 1:1 ratio between arm A: LMWH+GCS+IPCDs (n=2065) or arm B: LMWH+GCS (n=2065). The primary outcome of interest is symptomatic VTE (deep vein thrombosis/pulmonary embolism) identified at the day 30 phone follow-up (FU), confirmed by ultrasound or imaging. Radiologists interpreting the lower-extremity ultrasonography will be blinded to intervention allocation. Secondary outcomes are quality of life at baseline, days 30 and 90 FU using the 5-level European Quality of Life Score, compliance and adverse events with IPCDs, GCS, and LMWH, as well as healthcare costs (from the perspective of the patient and the hospital), and all-cause mortality. The trial has 90% power to detect a 2% non-inferiority margin to detect a reduction rate of VTE from 4% to 2%.</jats:p></jats:sec><jats:sec><jats:title>Ethics and dissemination</jats:title><jats:p>This study has been approved by the Hunter New England Human Research Ethics Committee (2022/ETH02276) protocol V.10, 13 July 2023. Study findings will be presented at local and national conferences and in scientific research journals.</jats:p></jats:sec><jats:sec><jats:title>Trial registration number</jats:title><jats:p>ANZCTR12622001527752</jats:p></jats:sec>","Cardiovascular Disease, Intervention Study, Randomised Controlled Trial, Survival Analysis, Thrombolysis"
marikocarey2016impro,"Improving self-management of cancer risk factors, underscreening for cancer and depression among general practice patients: study protocol of a randomised controlled trial","<jats:sec><jats:title>Introduction</jats:title><jats:p>General practitioners have a key role in reducing cancer risk factors, screening for cancer and managing depression. Given the time-limited nature of consultations, a new and more time-efficient approach is needed which addresses multiple health needs simultaneously, and encourages patient self-management to address health risks. The aim of this cluster randomised controlled trial is to test the effectiveness of a patient feedback intervention in improving patient self-management of health needs related to smoking, risky alcohol consumption and underscreening for cancers at 1 month follow-up.</jats:p></jats:sec><jats:sec><jats:title>Methods and analysis</jats:title><jats:p>Adult general practice patients will be invited to participate in a baseline survey to assess cancer risk factors, screening needs and depression. A total of 360 participants identified by the baseline survey as having at least one health need (a self-reported cancer risk factor, underscreening for cancer, or an elevated depression score) will be randomised to an intervention or control group. Participants in the intervention group will receive tailored printed feedback summarising their identified health needs and recommended self-management actions to address these. All participants will be invited to complete a telephone interview 1 month following recruitment to assess self-management actions taken in relation to health needs identified in the baseline survey. Control group participants will receive tailored printed feedback on their identified health needs after their follow-up interview. A logistic regression model, with group allocation as the main predictor, will be used to assess the impact of the intervention on self-management actions.</jats:p></jats:sec><jats:sec><jats:title>Ethical considerations and dissemination</jats:title><jats:p>Participants identified as being at risk of depression will be advised to speak with their doctor. Results will be disseminated via publication in peer-reviewed journals. The study has been approved by the University of Newcastle Human Research Ethics Committee.</jats:p></jats:sec><jats:sec><jats:title>Trial registration number</jats:title><jats:p><jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""https://www.anzctr.org.au/Trial/Registration/TrialReview.aspx?ACTRN=12616001443482"" ext-link-type=""uri"">ACTRN12616001443482</jats:ext-link>.</jats:p></jats:sec>","Cancer, Intervention Study, Mental Health, Randomised Controlled Trial, Smoking Cessation"
marioni2016genet,Genetic variants linked to education predict longevity,"<jats:title>Significance</jats:title>
<jats:p>Individuals with more education tend to live longer. Genetic variants have been discovered that predict educational attainment. We tested whether a “polygenic score” based on these genetic variants could make predictions about people’s lifespan. We used data from three cohort studies (including &gt;130,000 participants) to examine the link between offspring polygenic score for education and parental longevity. Across the studies, we found that participants with more education-linked genetic variants had longer-living parents; compared with those with the lowest genetic education scores, those with the highest scores had parents who lived on average 6 months longer. This finding suggests the hypothesis that part of the ultimate explanation for the extended longevity of better-educated people is an underlying, quantifiable, genetic propensity.</jats:p>","Genetic Association Studies, Longitudinal Study, Survival Analysis"
marsden2021impro,"Improving assessment, diagnosis, and management of urinary incontinence and lower urinary tract symptoms on acute and rehabilitation wards that admit adult patients: Protocol for a before-and-after implementation study","<sec>
<title>BACKGROUND</title>
<p>Urinary incontinence (UI) and lower urinary tract symptoms (LUTS) are commonly experienced by adult patients in hospitals (inpatients). Although peak bodies recommend that health services have systems for optimal UI and LUTS care, they are often not delivered. For example, results from the 2017 Australian National Stroke Audit Acute Services indicated that of the one-third of acute stroke inpatients with UI, only 18% received a management plan. In the 2018 Australian National Stroke Audit Rehabilitation Services, half of the 41% of patients with UI received a management plan. There is little reporting of effective inpatient interventions to systematically deliver optimal UI/LUTS care.</p>
</sec>
<sec>
<title>OBJECTIVE</title>
<p>This study aims to determine whether our UI/LUTS practice-change package is feasible and effective for delivering optimal UI/LUTS care in an inpatient setting. The package includes our intervention that has been synthesized from the best-available evidence on UI/LUTS care and a theoretically informed implementation strategy targeting identified barriers and enablers. The package is targeted at clinicians working in the participating wards.</p>
</sec>
<sec>
<title>METHODS</title>
<p>This is a pragmatic, real-world, before- and after-implementation study conducted at 12 hospitals (15 wards: 7/15, 47% metropolitan, 8/15, 53% regional) in Australia. Data will be collected at 3 time points: before implementation (T&lt;sub&gt;0&lt;/sub&gt;), immediately after the 6-month implementation period (T&lt;sub&gt;1&lt;/sub&gt;), and again after a 6-month maintenance period (T&lt;sub&gt;2&lt;/sub&gt;). We will undertake medical record audits to determine any change in the proportion of inpatients receiving optimal UI/LUTS care, including assessment, diagnosis, and management plans. Potential economic implications (cost and consequences) for hospitals implementing our intervention will be determined.</p>
</sec>
<sec>
<title>RESULTS</title>
<p>This study was approved by the Hunter New England Human Research Ethics Committee (HNEHREC Reference No. 18/10/17/4.02). Preimplementation data collection (T&lt;sub&gt;0&lt;/sub&gt;) was completed in March 2020. As of November 2020, 87% (13/15) wards have completed implementation and are undertaking postimplementation data collection (T&lt;sub&gt;1&lt;/sub&gt;).</p>
</sec>
<sec>
<title>CONCLUSIONS</title>
<p>Our practice-change package is designed to reduce the current inpatient UI/LUTS evidence-based practice gap, such as those identified through national stroke audits. This study has been designed to provide clinicians, managers, and policy makers with the evidence needed to assess the potential benefit of further wide-scale implementation of our practice-change package.</p>
</sec>
<sec>
<title>INTERNATIONAL REGISTERED REPORT</title>
<p>DERR1-10.2196/22902</p>
</sec>","Intervention Study, Randomised Controlled Trial, Registries"
marsland2024ccl2,CCL2/CCR2 Expression in Locally Advanced Prostate Cancer and Patient Long-Term Outcome: 10-Year Results from the TROG 03.04 RADAR Trial,"<jats:p>This study investigated the prognostic value of the chemokine C-C motif ligand 2 (CCL2) and its receptor C-C motif chemokine receptor 2 (CCR2) expression in locally advanced prostate cancer treated with radiotherapy and androgen deprivation using the 10-year outcome data from the TROG 03.04 RADAR clinical trial. CCL2 and CCR2 protein expression in prostate cancer biopsies at the time of diagnosis were quantified by immunohistochemistry and digital quantification. CCR2 protein expression was detected in prostate cancer cells and was associated with prostate-specific antigen serum concentration (p = 0.045). However, neither CCL2 nor CCR2 tissue expression could predict prostate cancer progression, or other clinicopathological parameters including perineural invasion and patient outcome. In serum samples, CCL2 concentration at the time of diagnosis, as assayed by enzyme-linked immunosorbent assay, was significantly higher in patients with prostate cancer compared with benign prostatic hyperplasia (median difference 0.22 ng/mL, 95% CI, 0.17–0.30) (p &lt; 0.0001) and normal controls (median difference 0.13 ng/mL, 95% CI, 0.13–0.17) (p &lt; 0.0001). However, circulating CCL2 was not statistically significant as a predictor of disease progression and patient outcome. In conclusion, this study shows that although CCL2 and CCR2 are expressed in prostate cancer, with an increased level of CCL2 in the serum, neither CCL2 nor CCR2 expression has a clinical prognostic value in locally advanced prostate cancer.</jats:p>","Cancer, Diagnostic Testing, Prognostic Study, Randomised Controlled Trial"
martin2019trog,TROG 18.01 phase III randomised clinical trial of the Novel Integration of New prostate radiation schedules with adJuvant Androgen deprivation: NINJA study protocol,"<jats:sec><jats:title>Introduction</jats:title><jats:p>Stereotactic body radiotherapy (SBRT) is a non-invasive alternative to surgery for the treatment of non-metastatic prostate cancer (PC). The objectives of the Novel Integration of<jats:underline>N</jats:underline>ew prostate radiation schedules with adJuvant Androgen deprivation (NINJA) clinical trial are to compare two emerging SBRT regimens for efficacy with technical substudies focussing on MRI only planning and the use of knowledge-based planning (KBP) to assess radiotherapy plan quality.</jats:p></jats:sec><jats:sec><jats:title>Methods and analysis</jats:title><jats:p>Eligible patients must have biopsy-proven unfavourable intermediate or favourable high-risk PC, have an Eastern Collaborative Oncology Group (ECOG) performance status 0-1 and provide written informed consent. All patients will receive 6 months in total of androgen deprivation therapy. Patients will be randomised to one of two SBRT regimens. The first will be 40 Gy in five fractions given on alternating days (SBRT monotherapy). The second will be 20 Gy in two fractions given 1 week apart followed 2 weeks later by 36 Gy in 12 fractions given five times per week (virtual high-dose rate boost (HDRB)). The primary efficacy outcome will be biochemical clinical control at 5 years. Secondary endpoints for the initial portion of NINJA look at the transition of centres towards MRI only planning and the impact of KBP on real-time (RT) plan assessment. The first 150 men will demonstrate accrual feasibility as well as addressing the KBP and MRI planning aims, prior to proceeding with total accrual to 472 patients as a phase III randomised controlled trial.</jats:p></jats:sec><jats:sec><jats:title>Ethics and dissemination</jats:title><jats:p>NINJA is a multicentre cooperative clinical trial comparing two SBRT regimens for men with PC. It builds on promising results from several single-armed studies, and explores radiation dose escalation in the Virtual HDRB arm. The initial component includes novel technical elements, and will form an important platform set for a definitive phase III study.</jats:p></jats:sec><jats:sec><jats:title>Trial registration number</jats:title><jats:p>ANZCTN 12615000223538.</jats:p></jats:sec>","Cancer, Diagnostic Testing, Randomised Controlled Trial"
martin2022defin,Defining the role of the hypothalamic-pituitary-adrenal axis in the relationship between fetal growth and adult cardiometabolic outcomes,"<jats:title>Abstract</jats:title><jats:p>Animal and human data demonstrate independent relationships between fetal growth, hypothalamic-pituitary-adrenal axis function (HPA-A) and adult cardiometabolic outcomes. While the association between fetal growth and adult cardiometabolic outcomes is well-established, the role of the HPA-A in these relationships is unclear. This study aims to determine whether HPA-A function mediates or moderates this relationship. Approximately 2900 pregnant women were recruited between 1989-1991 in the Raine Study. Detailed anthropometric data was collected at birth (per cent optimal birthweight [POBW]). The Trier Social Stress Test was administered to the offspring (Generation 2; Gen2) at 18 years; HPA-A responses were determined (reactive responders [RR], anticipatory responders [AR] and non-responders [NR]). Cardiometabolic parameters (BMI, systolic BP [sBP] and LDL cholesterol) were measured at 20 years. Regression modelling demonstrated linear associations between POBW and BMI and sBP; quadratic associations were observed for LDL cholesterol. For every 10% increase in POBW, there was a 0.54 unit increase in BMI (standard error [SE] 0.15) and a 0.65 unit decrease in sBP (SE 0.34). The interaction between participant’s fetal growth and HPA-A phenotype was strongest for sBP in young adulthood. Interactions for BMI and LDL-C were non-significant. Decomposition of the total effect revealed no causal evidence of mediation or moderation.</jats:p>","Adolescents, Cardiovascular Disease, Hypothalamic-Pituitary-Adrenal Axis Function, Longitudinal Study, Regression Analysis"
mather2016genom,Genome-wide significant results identified for plasma apolipoprotein H levels in middle-aged and older adults,"<jats:title>Abstract</jats:title><jats:p>Apolipoprotein H (ApoH) is a multi-functional plasma glycoprotein that has been associated with negative health outcomes. ApoH levels have high heritability. We undertook a genome-wide association study of ApoH levels using the largest sample to date and replicated the results in an independent cohort (total N = 1,255). In the discovery phase, a meta-analysis of two cohorts, the Sydney Memory and Ageing Study (Sydney MAS) and the Older Australian Twins Study (OATS) (n = 942) revealed genome-wide significant results in or near the <jats:italic>APOH</jats:italic> gene on chromosome 17 (top SNP, rs7211380, p = 1 × 10<jats:sup>−11</jats:sup>). The results were replicated in an independent cohort, the Hunter Community Study (p &lt; 0.002) (n = 313). Conditional and joint analysis (COJO) confirmed the association of the chromosomal 17 region with ApoH levels. The set of independent SNPs identified by COJO explained 23% of the variance. The relationships between the top SNPs and cardiovascular/lipid/cognition measures and diabetes were assessed in Sydney MAS, with suggestive results observed for diabetes and cognitive performance. However, replication of these results in the smaller OATS cohort was not found. This work provides impetus for future research to better understand the contribution of genetics to ApoH levels and its possible impacts on health.</jats:p>","Cardiovascular Disease, Genomic Association Studies, Older Adults"
mccarter2018smoki,"Smoking, drinking, and depression: comorbidity in head and neck cancer patients undergoing radiotherapy","<jats:title>Abstract</jats:title><jats:p>We aimed to determine the prevalence and co‐occurrence of tobacco smoking, alcohol consumption, and depressive symptoms among a sample of head and neck cancer (<jats:styled-content style=""fixed-case"">HNC</jats:styled-content>) patients undergoing radiotherapy. A total of 307 <jats:styled-content style=""fixed-case"">HNC</jats:styled-content> patients participated in a multi‐site stepped‐wedge randomized controlled trial (<jats:styled-content style=""fixed-case"">RCT</jats:styled-content>) evaluating the effectiveness of a dietitian‐delivered health behavior intervention in patients with <jats:styled-content style=""fixed-case"">HNC</jats:styled-content> undergoing radiotherapy. During week one of radiotherapy patients completed measures of smoking, alcohol consumption, and level of depression. Approximately one‐fifth (21%) of patients had two or more co‐occurring problems: current smoking, hazardous alcohol use, and/or likely presence of a major depressive episode (<jats:styled-content style=""fixed-case"">MDE</jats:styled-content>). Approximately one‐third (34%) of the sample were current smokers, one‐third (31%) were drinking hazardously and almost one‐fifth (19%) had likely cases of depression. Comorbidity of smoking, hazardous alcohol use, and <jats:styled-content style=""fixed-case"">MDE</jats:styled-content> is high in <jats:styled-content style=""fixed-case"">HNC</jats:styled-content> patients, and interventions need to address this cluster of cancer risk factors.</jats:p>","Cancer, Randomized Controlled Trial, Smoking Cessation"
mcevoy2021serum,Serum L-arginine and endogenous methylarginine concentrations predict irritable bowel syndrome in adults: A~nested case-control study,"<jats:title>Abstract</jats:title><jats:sec><jats:title>Background &amp; Aims</jats:title><jats:p>Nitric oxide, a major inhibitory nonadrenergic, noncholinergic neurotransmitter that relaxes smooth muscle, may be implicated in the pathophysiology of visceral hypersensitivity in irritable bowel syndrome (IBS). Impaired bioavailability of the nitric oxide precursor molecule L‐arginine and higher concentrations of methylarginines (endogenous inhibitors of nitric oxide synthesis) are known to impair nitric oxide synthesis in numerous gastrointestinal cell types. We therefore examined serum concentrations of L‐arginine and the methylarginines in a nested case‐control study, to assess whether these factors are associated with adult IBS.</jats:p></jats:sec><jats:sec><jats:title>Methods</jats:title><jats:p>Data on clinical characteristics, methylarginines, and L‐arginine (measured using LC‐MS/MS) were collected from a random population‐based cohort of Australian adults (median age = 64 years; IQR = 60–70). Cases of IBS, defined according to Rome III criteria (<jats:italic>N</jats:italic> = 156), and controls (<jats:italic>N</jats:italic> = 332) were identified from within the cohort at the 5‐year follow‐up.</jats:p></jats:sec><jats:sec><jats:title>Results</jats:title><jats:p>In adjusted logistic regression analyses, L‐arginine, asymmetric dimethylarginine, symmetric dimethylarginine, L‐arginine/asymmetric dimethylarginine ratio, and Kessler‐10 psychological distress scores were significantly associated with IBS (<jats:italic>p</jats:italic> &gt; 0.05). Similar results were found for IBS subtypes. Higher serum L‐arginine concentration had the strongest association with IBS diagnosis, with an odds ratio of 9.03 for those with serum L‐arginine at the 75th (84 μmol/L) versus 25th (46 μmol/L) percentile (95% CI: 5.99–13.62). L‐arginine had the best discriminative ability with a bias‐adjusted area under the receiver operator characteristic curve of 0.859.</jats:p></jats:sec><jats:sec><jats:title>Conclusions</jats:title><jats:p>Higher serum concentrations of L‐arginine and endogenous methylarginines are strongly associated with IBS in adults.</jats:p></jats:sec>","Cross-Sectional Study, Diagnostic Testing, Regression Analysis"
melindahutchesson2018atar,A Targeted and Tailored {eHealth} Weight Loss Program for Young Women: The Be Positive Be Healthe Randomized Controlled Trial,"<jats:p>Young women are gaining weight rapidly. Evidence for effective weight loss interventions targeting young women is lacking. This randomized controlled trial assessed the efficacy and acceptability of a six-month targeted and tailored eHealth weight loss program for young women (Be Positive Be Healthe (BPBH)). Women aged 18–35 years were randomized to BPBH (n = 29) or control (n = 28). BPBH supported participants to modify diet and physical activity behaviours using evidenced-based strategies (e.g., self-monitoring) tailored for young women and delivered using e-health (website, social media, smartphone application, email, text messages). The primary outcome was a change in weight (kg) at six months. Acceptability was assessed via a process evaluation survey and usage of intervention components. No significant between-group differences were observed for weight, with significant mean differences favouring the intervention group observed for body fat (kg) (−3.10 (−5.69, 0.52), p = 0.019) and intakes of alcohol (g) (−0.69 (−1.33, 0.04), p = 0.037), vegetables (% energy/day) (4.71 (−2.20, 7.22), p &lt; 0.001) and energy-dense, nutrient-poor foods (% energy/day) (−9.23 (−16.94, 1.52), p = 0.018). Retention, intervention usage and satisfaction were moderate. BPBH facilitated positive improvements in body fat and dietary intake, but not weight. Intervention acceptability findings support the use of some intervention components (e.g., Facebook, Smartphone app) with young women.</jats:p>","Dietary Intake, Ehealth, Randomized Controlled Trial, Weight Loss Intervention, Young Adults"
mohammedsalomary2017outco,Outcomes following heart failure hospitalization in a regional Australian setting between 2005 and 2014,"<jats:title>Abstract</jats:title><jats:sec><jats:title>Aims</jats:title><jats:p>The aim of the current study is to examine 10 year trends in mortality and readmission following heart failure (HF) hospitalization in metropolitan and regional Australian settings.</jats:p></jats:sec><jats:sec><jats:title>Methods and results</jats:title><jats:p>We identified all index HF hospitalizations in the Hunter New England region from 2005 to 2014, using a 10 year ‘look back’ period. The primary endpoint was a composite of all‐cause mortality or all‐cause readmission at 1 year. Secondary endpoints included all‐cause mortality, all‐cause readmission, and HF readmission at 30 days and 1 year. We used logistic regression to explore the predictors of the composite outcome of either all‐cause death or readmission at 1 year. There were 12 114 patients admitted with a first episode of HF between 2005 and 2014, followed up until death or the end of 2015. The mean age was 78 ± 12 years and 49% (<jats:italic>n</jats:italic> = 5906) were male. A total of 4831 (40%) resided in regional areas and the remainder in metropolitan areas. One hundred sixty‐eight patients (1.4%) were Aboriginal. Approximately 69% of patients had either died or been readmitted for any cause within 12 months of their index event. The 30 day and 1 year all‐cause mortality rates were 13% and 32%, respectively, with no change in the trend over the study period. Age, socio‐economic disadvantage, ischaemic heart disease, renal failure, and chronic lower respiratory disease were predictors of the primary endpoint.</jats:p></jats:sec><jats:sec><jats:title>Conclusions</jats:title><jats:p>Heart failure hospitalizations are followed by high rates of death or readmission. There was no change in this composite endpoint over the 10 year study period.</jats:p></jats:sec>","Cardiovascular Disease, Indigenous Australians, Rural Communities"
